scorer,,,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF
individuals,,,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,,,nose,nose,lEye,lEye,rEye,rEye,back,back,tail1,tail1,tail2,tail2,nose,nose,lEye,lEye,rEye,rEye,back,back,tail1,tail1,tail2,tail2,extR,extR,extL,extL,extT,extT,extB,extB,intR,intR,intL,intL,intT,intT,intB,intB
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,12024-04-09T123136953-1T-EPM-2797D,img0214.png,,,,,,,,,,,,,,,,,,,,,,,,,505.98049979510245,202.69284193028636,80.00048109461413,208.1055486482087,297.5912911550923,10.000482772250933,301.92145652943015,409.9995092267121,316.3825828695609,208.78976470711112,,,296.0814093983838,186.35162560738914,,
labeled-data,12024-04-09T123136953-1T-EPM-2797D,img1000.png,313.0453693913655,181.60783698646947,311.0406519811777,176.51893894522343,307.03121716080204,178.98628345007,301.01706493023846,158.6306912850858,300.4002288040268,133.80303720506717,306.41438103459035,97.25549672702736,,,,,,,,,,,,,511.001665484811,201.59556417853082,83.78986376103947,208.18156317735566,294.5418317234345,7.528127013158695,304.6403635216326,407.9568711664277,318.49471231596084,207.02589735645415,274.86934526396675,208.18153621875865,295.38193506987125,186.80221726612578,295.6708447854474,231.58322318042434
labeled-data,12024-04-09T123136953-1T-EPM-2797D,img1074.png,,,,,,,297.35413465490547,323.15975778825896,305.3222742406745,301.130195404074,300.5908935981354,269.08560331036404,,,,,,,,,,,,,511.2491248704429,202.91389767873784,85.26910616995455,206.16152170949124,299.07102152788707,10.221538520702467,307.7313522765628,408.0554822879946,317.1508918365661,206.6582815554698,275.1239011418487,208.43908624592396,300.0551668082064,186.35710808429278,301.123649622479,233.0141909741909
labeled-data,12024-04-09T123136953-1T-EPM-2797D,img1650.png,188.79279757042417,200.1382489285749,183.2412724345194,201.37192118099819,184.93757178160143,204.91872890671513,162.42305317487646,206.76923728535007,140.06274359970442,211.24129920038447,142.530088104551,222.49855850374695,,,,,,,,,,,,,506.3291771817392,202.13554027744627,96.04600796322568,203.75935229282297,299.0225098853135,8.901910447618661,302.2701339160669,407.27712488670306,319.59818311646086,206.91635299631156,275.79038773128934,209.0533186248565,303.5709409023737,188.75214515367946,301.07781433573797,232.20377960076016
labeled-data,12024-04-09T123136953-1T-EPM-2797D,img1740.png,330.4392709360722,219.02723640016467,323.1914464530854,214.55517448513027,322.57461032687377,218.87302736861176,300.2143007517017,218.41040027395303,279.08766342895296,214.40096545357736,247.78323002371206,206.69051387593186,,,,,,,,,,,,,509.58736625927844,203.06864909135646,90.10259562029685,206.31627312210986,295.24418022955365,9.835019261528814,305.52832299360614,405.50388034165206,319.39284820551285,204.25659493213095,274.8727309441597,205.68123868449425,300.16015754860825,189.29783553231627,302.29712317715325,234.5302746698511
labeled-data,12024-04-09T123136953-1T-EPM-2797D,img1866.png,509.48198836499284,197.33110747225044,501.1173609912527,196.00037129915543,501.68767649400775,201.51342115912053,485.5287372492824,200.75300048878051,464.61716881493203,200.3727901536105,434.2003420013315,200.1826849860255,,,,,,,,,,,,,,,86.87838623728715,206.47679767009805,298.51521890805077,7.830461122348041,304.46919629776534,405.66440488964025,319.47527136847225,204.62301065180068,275.88486069338285,207.43529521148386,301.4297787771718,184.2339475940976,301.8984928704523,231.3397139687909
