scorer,,,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF
individuals,,,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,,,nose,nose,lEye,lEye,rEye,rEye,back,back,tail1,tail1,tail2,tail2,nose,nose,lEye,lEye,rEye,rEye,back,back,tail1,tail1,tail2,tail2,extR,extR,extL,extL,extT,extT,extB,extB,intR,intR,intL,intL,intT,intT,intB,intB
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,12024-03-14T181822390-1T-EPM-B17-MD,img0180.png,,,,,,,,,,,,,,,,,,,,,,,,,486.0589117647571,210.7710688436975,90.39005068463388,200.48692607964483,292.28401126313724,22.408875059999886,291.2014699195528,405.0872400171095,315.55865015020333,207.523444812944,263.5966656581488,210.77106884369738,288.4951165605916,189.12024197200802,285.2474925298382,232.42189571538677
labeled-data,12024-03-14T181822390-1T-EPM-B17-MD,img0294.png,,,,,,,,,,,,,,,,,,,,,,,,,487.68272378013376,211.31233951548975,92.01386270001058,202.11073809502153,291.742740591345,25.656499090753286,287.9538458887994,405.0872400171095,,,,,,,,
labeled-data,12024-03-14T181822390-1T-EPM-B17-MD,img0620.png,306.5373416539878,72.42057644996537,301.29423458118885,73.037412576177,304.0699971491413,75.8131751441294,292.35011075112004,93.2387957096083,289.26593012006185,120.07116719981475,295.1258733190724,131.79105359783594,,,,,,,,,,,,,481.37409301214495,209.9274518584863,105.09401687928553,202.9023862597398,293.0145216457544,25.080413291469057,290.8191886461462,405.31208882362336,315.84598484168055,207.73211885887804,263.5970594510035,208.61025205872136,288.18478904661623,189.2913216621685,289.06292224645955,233.19798165433411
labeled-data,12024-03-14T181822390-1T-EPM-B17-MD,img0896.png,,,273.9441371394688,31.646661167899108,276.56569067586827,28.716689568393807,289.21083126320696,45.98810110231979,289.6734583578657,70.8157551823384,290.59871254718314,78.98883385464266,,,,,,,,,,,,,481.8832242864742,211.845661584792,106.48128135345814,207.0159289856538,292.64551972024043,25.24235661808811,289.13298692086715,406.3521653500857,317.10969493923903,206.38296567403452,263.66139755765687,209.84988226094796,287.9298136660509,188.181653592739,287.9298136660509,232.3848400758853
labeled-data,12024-03-14T181822390-1T-EPM-B17-MD,img1065.png,305.68087127667445,181.36940930075377,303.39960926565436,175.66625427320366,299.7876110815393,178.51783178697872,290.09224753470414,163.3094183801784,284.38909250715403,141.067113772733,284.38909250715403,133.27280190174787,,,,,,,,,,,,,489.91878444115764,209.59525708848415,102.9102541097101,203.10000902697666,291.8137185651999,23.39814599195525,288.5660945344465,404.9939696054804,317.125479718852,207.13549888510346,263.34517806713734,207.13549888510346,290.0572484239492,188.9712910424714,287.56412185731347,233.13524736573373
labeled-data,12024-03-14T181822390-1T-EPM-B17-MD,img2545.png,280.8610891538586,180.55082809864373,282.3819304945386,184.9232469530988,284.85329767314363,183.21230044483377,289.0356113600137,203.74365854401418,285.8038235110687,225.60575281628957,281.8116149917836,233.40006468727472,,,,,,,,,,,,,494.5266386496739,210.56717556596658,104.63549791924314,201.34677696761173,290.36066968610373,24.40293719918427,288.16533668649544,404.19554613141696,310.2003901720507,208.07911557328163,260.7968288085342,207.21238642655328,,,289.6878003661462,230.61407338821897
