scorer,,,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF,CF
individuals,,,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,dispo,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,,,nose,nose,lEye,lEye,rEye,rEye,back,back,tail1,tail1,tail2,tail2,nose,nose,lEye,lEye,rEye,rEye,back,back,tail1,tail1,tail2,tail2,extR,extR,extL,extL,extT,extT,extB,extB,intR,intR,intL,intL,intT,intT,intB,intB
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,12024-03-14T181001151-1T-EPM-B17-MG,img0166.png,,,,,,,,,,,,,,,,,,,,,,,,,495.1550863592578,211.89444335075433,96.77987192017339,204.8579246174553,289.4722310782088,23.532249567056795,287.30714839103985,408.3756972113354,313.28814063706704,208.64681932000093,264.03250950397376,209.18808999179316,287.8484190628321,186.45472177651936,287.8484190628321,233.54527022244372
labeled-data,12024-03-14T181001151-1T-EPM-B17-MG,img0210.png,,,,,,,,,,,,,,,,,,,,,,,,,492.4487330002966,209.18808999179316,,,287.8484190628321,39.77036972082382,286.7658777192476,404.5868025087898,314.37068198065157,208.64681932000093,265.65632151935046,207.56427797641646,287.8484190628321,190.78488715085723,288.93096040641655,234.08654089423595
labeled-data,12024-03-14T181001151-1T-EPM-B17-MG,img0297.png,,,,,,,,,,,,,,,,,,,,,,,,,487.0360262823742,210.27063133537763,100.2133671329396,205.61582133106052,289.42934035772765,40.72804120224356,287.2642576705587,405.54447399020944,309.9976258858325,207.43940811425168,,,290.5118817013121,189.03620527331574,,
labeled-data,12024-03-14T181001151-1T-EPM-B17-MG,img0343.png,,,,,,,,,,,,,,,,,,,,,,,,,481.0391581721786,212.31084416038183,,,290.5118817013121,31.52643978177558,287.2642576705587,403.9206619748327,308.3738138704558,207.9806787860439,259.65945340915476,208.52194945783614,289.42934035772765,187.41239325793904,,
labeled-data,12024-03-14T181001151-1T-EPM-B17-MG,img0484.png,,,,,,,,,,,,,,,,,,,,,,,,,482.12169951576305,209.6044908014206,,,288.8880696859354,30.443898438191113,286.7229869987665,406.6270153337939,,,,,285.640445655182,188.4949346015235,,
labeled-data,12024-03-14T181001151-1T-EPM-B17-MG,img0567.png,,,,,,,283.8135339831997,127.2532100103453,293.845134185924,143.52701974179968,283.39362975273565,184.2168573894553,,,,,,,,,,,,,490.06441880112067,210.89519538371135,83.02887361336059,201.6935939632434,290.8768115815785,20.367918912844914,287.0879168790329,405.75263722891566,315.7752624840213,208.73011269654242,263.8132779919668,210.35392471191912,287.6291875508251,188.70309784022973,286.0053755354484,234.71110494256968
